date,state,city,card_provider,response_code,amount
1459508869,California,Mountain View,VISA,Approved,3427.49615
1461249646,Washington,Seattle,MASTERCARD,Insufficient funds,33.01967352
1455300343,Virginia,Ashburn,VISA,Approved,76.58268204
1465951792,Virginia,Blacksburg,AMEX,Approved,356.1453394
1465071400,Virginia,Ashburn,AMEX,Insufficient funds,111.7910765
1464157265,Washington,Redmond,VISA,Approved,7293.303249
1453655945,California,Sunnyvale,AMEX,Do not honor,4141.851035
1454818107,Virginia,Ashburn,MASTERCARD,Insufficient funds,687.4537363
1460737118,California,Mountain View,DISCOVER,Approved,1971.95154
1457962096,California,Mountain View,MASTERCARD,Approved,337.8974194
1462037029,California,Mountain View,VISA,Approved,1694.634269
1465135033,California,Berkeley,VISA,Do not honor,3775.059944
1459550362,California,Mountain View,DISCOVER,Insufficient funds,2178.351741
1462399041,Virginia,Portsmouth,VISA,Approved,28.4973787
1459726658,Ohio,Cincinnati,AMEX,Approved,1403.504309
1462840252,California,Mountain View,MASTERCARD,Approved,265.6845201
1452814462,California,Mountain View,VISA,Approved,6291.335428
1454295894,Missouri,Springfield,MASTERCARD,Insufficient funds,5859.958173
1456659580,Arizona,Sun City West,MASTERCARD,Approved,349.7544157
1453292819,California,Mountain View,AMEX,Do not honor,58.33803315
1452536562,California,Palo Alto,MASTERCARD,Incorrect PIN,86.16300324
1465866574,California,Palo Alto,VISA,Approved,8.049462472
1457966838,California,Palo Alto,VISA,Do not honor,844.7717477
1454186244,Alabama,Ramer,AMEX,Insufficient funds,1039.102368
1466386398,California,Mountain View,AMEX,Approved,2340.800908
1462544411,Arizona,Goodyear,AMEX,Insufficient funds,40.91436004
1451952796,Washington,Seattle,AMEX,Approved,1826.747599
1453371147,California,Palo Alto,VISA,Approved,2078.429797
1457583768,Virginia,Ashburn,MASTERCARD,Do not honor,8052.966149
1458199354,California,Mountain View,VISA,Insufficient funds,163.6851776
1451731379,Ohio,Cincinnati,VISA,Approved,133.1885447
1458506124,California,Union City,VISA,Approved,1764.125314
1460590698,California,Santa Clara,VISA,Approved,670.1394698
1451903448,Missouri,St Louis,MASTERCARD,Invalid merchant,1431.452168
1463391095,Tennessee,Memphis,AMEX,Approved,1014.59662
1466145624,California,Poway,AMEX,Approved,618.7104104
1460958476,California,Mountain View,VISA,Approved,1548.057344
1461240897,Washington,Redmond,MASTERCARD,Approved,1081.896845
1453068409,Pennsylvania,Allentown,VISA,Approved,1501.076741
1461456727,Washington,Redmond,MASTERCARD,Approved,1656.499714
1453567537,New Jersey,Leonia,VISA,Approved,3597.382537
1460130752,California,Mountain View,DISCOVER,Approved,30.14776556
1460613715,New York,New York,VISA,Do not honor,4841.804481
1463649530,California,Sunnyvale,MASTERCARD,Insufficient funds,930.0252255
1466275646,North Carolina,Boone,VISA,Approved,853.7063946
1451725684,Nebraska,Omaha,MASTERCARD,Approved,321.351821
1460831081,New York,The Bronx,MASTERCARD,Approved,1930.332163
1458425939,Washington,Seattle,MASTERCARD,Approved,1369.906114
1463341525,California,San Francisco,VISA,Approved,1202.67667
1463884624,California,San Francisco,MASTERCARD,Approved,931.6852251
1461424421,Ohio,Westerville,MASTERCARD,Approved,47.86880414
1459875318,Virginia,Ashburn,AMEX,Do not honor,1958.229157
1452094729,Ohio,Cincinnati,VISA,Approved,373.9031793
1453751925,California,Mountain View,MASTERCARD,Approved,662.8270153
1457820007,California,Menlo Park,VISA,Approved,96.09856343
1457879242,California,Menlo Park,AMEX,Approved,0.203726335
1466078767,California,Menlo Park,DISCOVER,Approved,2425.178873
1460916630,California,Menlo Park,VISA,Do not honor,1407.035644
1464686815,California,Menlo Park,VISA,Restricted card,1437.621161
1464621704,California,Menlo Park,VISA,Approved,891.7123791
1451933134,California,Menlo Park,VISA,Approved,4148.203804
1465225114,California,Menlo Park,AMEX,Approved,1523.638516
1463253978,California,Menlo Park,MASTERCARD,Approved,1501.227818
1454773163,California,Menlo Park,VISA,Approved,4374.6283
1458164033,California,Menlo Park,AMEX,Approved,4050.737784
1463774965,California,Menlo Park,MASTERCARD,Approved,9449.264205
1465552971,California,Menlo Park,MASTERCARD,Invalid transaction,2458.999736
1462704897,California,Menlo Park,AMEX,Approved,410.2368766
1457331098,California,Menlo Park,AMEX,Approved,499.7434035
1460162946,California,Menlo Park,VISA,Approved,1653.869938
1463492770,California,Menlo Park,VISA,Approved,371.8937151
1464464063,California,Merced,VISA,Approved,534.4370788
1455670986,California,Mountain View,MASTERCARD,Approved,625.1335992
1454002215,Ohio,Cincinnati,AMEX,Expired card,4206.579063
1467162603,California,Mountain View,VISA,Approved,113.593395
1459759037,Illinois,Chicago,AMEX,Approved,521.9125624
1453340006,California,Mountain View,VISA,Approved,590.1655114
1461524505,California,Sunnyvale,AMEX,Approved,2043.682241
1454190987,California,Mountain View,VISA,Do not honor,769.4536912
1457312413,California,Mountain View,VISA,Insufficient funds,1681.655394
1463701490,California,Mountain View,MASTERCARD,Approved,1846.351057
1452664366,South Carolina,Greenville,VISA,Approved,351.5499504
1460230877,Virginia,Ashburn,MASTERCARD,Do not honor,61.37956638
1456872622,Washington,Seattle,AMEX,Invalid transaction,2836.139167
1452307544,Virginia,Ashburn,VISA,Insufficient funds,944.5983454
1453365549,Maine,Poland,AMEX,Incorrect PIN,242.5931306
1465561557,Virginia,Ashburn,MASTERCARD,Issuer unavailable,2177.739554
1462620822,California,Berkeley,VISA,Approved,1912.372341
1452801134,California,Menlo Park,DISCOVER,Do not honor,1555.573816
1459837681,Virginia,Ashburn,AMEX,Approved,81.48828902
1455023735,Washington,Seattle,MASTERCARD,Invalid transaction,1815.11427
1459939793,California,Mountain View,MASTERCARD,Approved,2101.406178
1461024015,Washington,Redmond,MASTERCARD,Do not honor,996.4148993
1455571461,California,Sunnyvale,VISA,Invalid transaction,416.794604
1461121814,Virginia,Richmond,MASTERCARD,Insufficient funds,2643.873479
1462854690,New York,New York,VISA,Expired card,3855.420138
1458699176,California,Berkeley,MASTERCARD,Incorrect PIN,8947.806422
1463987467,Ohio,Cincinnati,VISA,Restricted card,4711.53347
1454241152,Virginia,Ashburn,VISA,Issuer unavailable,1035.356588
1455983505,California,Mountain View,VISA,Approved,1558.651092
1460277825,Washington,Seattle,AMEX,Approved,191.4361312
1465778920,Arkansas,Cabot,AMEX,PIN tries exceeded,5618.652918
1452693355,Washington,Seattle,DISCOVER,Issuer unavailable,788.5548707
1466348092,California,Mountain View,AMEX,Approved,472.4594619
1461650970,California,Menlo Park,AMEX,Do not honor,3894.728114
1455414255,Washington,Seattle,VISA,Insufficient funds,6178.871624
1457154161,California,Mountain View,VISA,Approved,951.1375256
1457439476,California,Mountain View,MASTERCARD,Approved,1003.697573
1457358620,Ohio,Cincinnati,MASTERCARD,Approved,798.0580121
1463869671,California,Fremont,MASTERCARD,Do not honor,727.535339
1458961539,Missouri,Kansas City,VISA,Approved,531.4624122
1465757774,California,Oakland,AMEX,Do not honor,6347.563432
1457133839,Washington,Seattle,VISA,Approved,218.4831915
1462143349,Virginia,Ashburn,AMEX,Insufficient funds,1224.155335
1453939267,California,Mountain View,AMEX,Approved,2810.717973
1453890660,California,Mountain View,AMEX,Insufficient funds,3398.68059
1457130677,California,Menlo Park,AMEX,Approved,400.7752658
1454209548,Virginia,Ashburn,VISA,Approved,3800.335805
1461377959,California,Mountain View,MASTERCARD,Do not honor,855.0904226
1455296908,Ohio,Cincinnati,MASTERCARD,Approved,472.9651999
1452104981,Virginia,Roanoke,VISA,Approved,234.8557306
1463301562,California,Menlo Park,VISA,Approved,4142.099487
1457131490,Ohio,Cincinnati,MASTERCARD,Approved,413.7409676
1460982053,Washington,Seattle,VISA,Approved,1674.718453
1457356734,California,Menlo Park,MASTERCARD,Approved,2378.211125
1463411956,Washington,Seattle,MASTERCARD,Pick-up card,1333.568283
1459688712,New York,Buffalo,MASTERCARD,Do not honor,774.6805598
1461063269,California,Mountain View,VISA,Approved,2858.19008
1455709588,Washington,Redmond,MASTERCARD,Approved,1829.867395
1451695562,California,Mountain View,AMEX,Issuer unavailable,187.3067584
1461444218,California,Menlo Park,MASTERCARD,Approved,3117.917992
1452397628,Ohio,Cincinnati,MASTERCARD,Approved,595.1801842
1466207311,California,San Jose,MASTERCARD,Approved,280.7256938
1461673160,Texas,McKinney,VISA,Approved,3964.896256
1466515832,Illinois,Chicago,MASTERCARD,Approved,8486.310311
1462555773,Washington,Redmond,MASTERCARD,Approved,2259.422424
1455290887,California,Mountain View,VISA,Approved,6835.200678
1467377941,California,Menlo Park,MASTERCARD,Insufficient funds,1535.322342
1460536103,California,Mountain View,VISA,Approved,2040.107182
1463202757,Washington,Redmond,MASTERCARD,Approved,2191.181002
1463242967,California,Mountain View,AMEX,Approved,290.6428099
1459910100,California,Sunnyvale,AMEX,Do not honor,459.7963641
1464362625,Washington,Redmond,MASTERCARD,Invalid transaction,745.8692836
1458177696,California,Menlo Park,VISA,Insufficient funds,477.9882491
1454295679,Virginia,Arlington,MASTERCARD,Incorrect PIN,2322.630329
1464737127,California,Mountain View,VISA,Approved,28.97717284
1465046877,California,Sunnyvale,AMEX,Approved,719.6116942
1460015487,California,Mountain View,VISA,Approved,1185.601963
1457627379,California,Menlo Park,MASTERCARD,Approved,152.6280535
1455417418,Ohio,Cincinnati,VISA,Approved,820.5634456
1458616427,Georgia,Evans,MASTERCARD,Invalid amount,3949.693113
1455589035,Washington,Redmond,VISA,Insufficient funds,1097.098233
1456960962,Washington,Redmond,AMEX,Approved,6078.277263
1455384571,Virginia,Ashburn,MASTERCARD,Approved,617.9700953
1464662607,Washington,Redmond,MASTERCARD,Approved,867.6583205
1453753587,Washington,Redmond,AMEX,Approved,1579.516632
1455886395,Virginia,Ashburn,MASTERCARD,Approved,4277.22604
1457371322,California,Menlo Park,VISA,Approved,48.76123745
1455948646,Virginia,Ashburn,MASTERCARD,Approved,4288.56649
1455270917,Maryland,Rockville,MASTERCARD,Approved,244.4949317
1456359933,California,Mountain View,MASTERCARD,Approved,3085.654141
1462451178,Virginia,Ashburn,VISA,Approved,2335.855139
1456915072,California,Mountain View,MASTERCARD,Approved,5827.22657
1458938440,California,Mountain View,MASTERCARD,Approved,125.6264003
1454706329,Ohio,Cincinnati,VISA,Approved,1854.739488
1454628484,California,Sunnyvale,VISA,Approved,452.6631886
1467201797,California,Mountain View,MASTERCARD,Approved,2915.941131
1452608710,Washington,Redmond,MASTERCARD,Approved,1626.780758
1458469986,California,Mountain View,VISA,Do not honor,8713.596187
1467320488,Washington,Redmond,VISA,Insufficient funds,761.3435198
1460443170,Virginia,Ashburn,MASTERCARD,Incorrect PIN,3986.731466
1460096593,Virginia,Ashburn,MASTERCARD,Approved,1094.441633
1456375365,Virginia,Ashburn,MASTERCARD,Approved,326.9721881
1458966648,Virginia,Ashburn,MASTERCARD,Approved,1740.962942
1466319262,Virginia,Ashburn,DISCOVER,Approved,4152.66421
1462987155,Virginia,Ashburn,AMEX,Approved,1062.356091
1466477969,Virginia,Ashburn,MASTERCARD,Approved,349.1450089
1456370479,Virginia,Ashburn,AMEX,Approved,4863.37348
1457316190,Ohio,Cincinnati,MASTERCARD,Approved,54.20464716
1458738509,Washington,Redmond,MASTERCARD,Pick-up card,1893.987424
1460955693,Washington,Redmond,AMEX,Approved,270.4682418
1459495802,California,Mountain View,VISA,Approved,145.4406895
1460617212,California,Mountain View,VISA,Approved,1075.976059
1458408221,Washington,Redmond,AMEX,Approved,1678.446883
1455580762,Washington,Redmond,VISA,Approved,255.3983534
1465885768,Washington,Redmond,MASTERCARD,Do not honor,1241.266983
1467054637,Washington,Redmond,VISA,Approved,1387.531513
1458073434,Washington,Redmond,MASTERCARD,Approved,6088.697641
1462703518,Washington,Redmond,VISA,Approved,409.1657572
1453991817,Michigan,Ann Arbor,VISA,Do not honor,2428.601895
1451994916,Washington,Redmond,AMEX,Insufficient funds,2852.633931
1465684879,California,Menlo Park,VISA,Incorrect PIN,1284.183645
1456784350,Ohio,Cincinnati,VISA,Approved,2950.660521
1457517522,Ohio,Cincinnati,MASTERCARD,Approved,61.92798547
1453171919,California,Palo Alto,AMEX,Approved,181.6697887
1459748360,California,Mountain View,MASTERCARD,Approved,4327.860159
1459168434,Oregon,Boardman,VISA,PIN tries exceeded,1298.351678
1462791443,Ohio,Cincinnati,VISA,Approved,4190.574935
1460195349,California,Palo Alto,VISA,Do not honor,4789.941755
1453175737,California,Menlo Park,MASTERCARD,Insufficient funds,527.3449718
1451871818,New Jersey,Absecon,AMEX,Incorrect PIN,1234.657063
1457289964,California,Menlo Park,MASTERCARD,Approved,3660.152889
1461896354,Ohio,Cincinnati,MASTERCARD,Approved,5158.047986
1461145989,Arizona,Tucson,DISCOVER,Incorrect PIN,5039.871136
1455827078,Ohio,Cincinnati,MASTERCARD,Approved,406.5292276
1461067550,Michigan,Ann Arbor,MASTERCARD,Do not honor,38.89068452
1453150569,California,Mountain View,MASTERCARD,Expired card,520.6748135
1462222560,Washington,Seattle,VISA,Approved,2669.836416
1454286402,California,Mountain View,DISCOVER,Invalid transaction,10609.2272
1464058938,California,Mountain View,AMEX,Insufficient funds,637.547281
1452604067,Virginia,Ashburn,MASTERCARD,Incorrect PIN,1923.405683
1467225471,New York,Staten Island,VISA,PIN tries exceeded,4934.992234
1452014603,Virginia,Charlottesville,AMEX,Approved,3442.817768
1461653977,Washington,Redmond,MASTERCARD,Incorrect PIN,987.9372956
1461925424,Washington,Redmond,VISA,Approved,2114.833896
1465205286,Washington,Redmond,AMEX,Do not honor,8.467516478
1464775068,California,San Francisco,VISA,Insufficient funds,571.6525907
1463051478,Oregon,Portland,MASTERCARD,Issuer unavailable,3150.332263
1454876876,Washington,Seattle,VISA,Approved,3958.576806
1456834354,Indiana,West Lafayette,MASTERCARD,Approved,3853.621201
1465457618,Virginia,Manassas,AMEX,Approved,1108.786102
1467065330,New York,Garden City,VISA,Approved,7565.739286
1452475425,California,Mountain View,VISA,Do not honor,262.0072064
1459763611,Washington,Redmond,VISA,Insufficient funds,2263.545064
1451839753,California,Modesto,AMEX,Incorrect PIN,1312.332792
1461139916,Ohio,Cincinnati,MASTERCARD,Approved,4153.063105
1466745434,Wisconsin,Genoa City,MASTERCARD,Approved,165.4334334
1459399814,Tennessee,Nashville,VISA,Do not honor,148.5890974
1461891260,California,Sunnyvale,AMEX,Invalid transaction,5363.752788
1453790220,California,Paradise,VISA,Insufficient funds,1192.628459
1461656164,Florida,North Miami Beach,VISA,Incorrect PIN,1941.291481
1463552453,California,Menlo Park,VISA,Approved,1824.142202
1458564273,California,Mountain View,AMEX,Approved,956.6652168
1456639655,Missouri,St Louis,VISA,Do not honor,2.127130806
1451804953,California,San Jose,AMEX,Insufficient funds,2554.375294
1463210034,Pennsylvania,Muncy,MASTERCARD,Approved,4687.407053
1464510107,Ohio,Cincinnati,MASTERCARD,Approved,92.84095161
1462270592,California,Mountain View,MASTERCARD,Do not honor,1171.026341
1455204886,New Jersey,Marlton,AMEX,Insufficient funds,272.6686658
1466879314,Virginia,Ashburn,AMEX,Approved,2522.306292
1457674408,Washington,Seattle,AMEX,Approved,1878.349779
1457179822,Virginia,Ashburn,MASTERCARD,Pick-up card,32.90874526
1462678965,California,Mountain View,VISA,Do not honor,9820.532339
1455670388,California,Mountain View,DISCOVER,Invalid transaction,3998.622212
1459480813,California,Mountain View,VISA,Insufficient funds,2859.886088
1463204774,California,Mountain View,AMEX,Expired card,725.8539771
1463875391,California,San Jose,AMEX,Incorrect PIN,5520.635307
1459118183,California,San Jose,VISA,Restricted card,1259.45787
1461566172,Virginia,Ashburn,MASTERCARD,PIN tries exceeded,112.583692
1460953921,Washington,Seattle,DISCOVER,Issuer unavailable,92.78270976
1451908980,Oregon,Boardman,MASTERCARD,Approved,1026.255267
1457645061,California,Sacramento,AMEX,Approved,3383.530921
1465777947,Ohio,Cincinnati,VISA,Approved,1558.115779
1462515612,California,San Jose,VISA,Approved,2243.60937
1453491570,New York,New York,MASTERCARD,Approved,1185.459911
1460250355,Ohio,Cincinnati,MASTERCARD,Approved,360.141314
1464105419,Washington,Redmond,VISA,Do not honor,2915.159925
1463224322,California,Mountain View,MASTERCARD,Issuer unavailable,1461.995792
1458268149,California,San Jose,VISA,Approved,4318.528909
1462483687,California,Mountain View,VISA,Approved,711.3068415
1452369564,Florida,Boca Raton,VISA,Approved,151.1903851
1465876473,Virginia,Ashburn,DISCOVER,Approved,583.5025573
1455844847,California,Menlo Park,MASTERCARD,Insufficient funds,4852.024571
1463668512,Washington,Walla Walla,VISA,Approved,16.2494709
1464482018,California,San Jose,VISA,Approved,2754.788592
1465498007,California,Menlo Park,MASTERCARD,Do not honor,2996.748187
1452006428,California,San Jose,VISA,Insufficient funds,102.9963808
1466182692,California,Menlo Park,DISCOVER,Incorrect PIN,2338.839194
1456109782,California,Mountain View,VISA,Issuer unavailable,2526.257558
1466334494,California,Mountain View,AMEX,Approved,559.3416276
1463608901,California,Los Angeles,VISA,Approved,48.80452749
1458363243,California,San Francisco,VISA,Approved,632.1674882
1466270373,Washington,Redmond,VISA,Insufficient funds,3504.534437
1453887963,California,Menlo Park,MASTERCARD,Approved,1804.538841
1457880609,Washington,Redmond,VISA,Approved,70.51777415
1467228053,Washington,Seattle,MASTERCARD,Do not honor,3206.337352
1452462221,Oregon,Boardman,MASTERCARD,Approved,1284.284672
1460532214,California,Mountain View,VISA,Approved,92.52113449
1463146568,Pennsylvania,King of Prussia,MASTERCARD,Insufficient funds,3925.806142
1458555780,Missouri,Kansas City,VISA,Approved,2050.553543
1459970787,Washington,Redmond,AMEX,Approved,1527.139347
1455217819,California,Mountain View,AMEX,Approved,3240.864774
1459418643,California,Mountain View,AMEX,Approved,5500.191601
1460548705,Ohio,Cincinnati,AMEX,Do not honor,188.8958688
1459377834,Oregon,Boardman,AMEX,Approved,251.191728
1456003753,California,Newport Beach,MASTERCARD,Approved,710.4160833
1462821219,Virginia,Ashburn,MASTERCARD,Approved,3390.929096
1464396314,Virginia,Ashburn,MASTERCARD,Approved,7702.62309
1458011684,Virginia,Ashburn,VISA,Approved,190.1401668
1459545287,Virginia,Ashburn,VISA,Approved,1017.009021
1460638888,Virginia,Ashburn,VISA,Approved,698.3244793
1467093088,Washington,Seattle,MASTERCARD,Approved,729.3638087
1453938041,New Jersey,Absecon,VISA,Approved,1124.257884
1452340403,California,San Jose,VISA,Do not honor,1197.625705
1462161725,Virginia,Ashburn,VISA,Insufficient funds,195.9012085
1467197012,Virginia,Ashburn,MASTERCARD,Incorrect PIN,2103.535398
1464063711,Washington,Redmond,VISA,PIN tries exceeded,119.2401698
1452154893,California,Watsonville,AMEX,Approved,2092.213053
1464799117,California,Palo Alto,VISA,Approved,2623.552225
1453536714,Virginia,Reston,VISA,Insufficient funds,2447.782895
1451701517,Oregon,Eugene,MASTERCARD,Approved,218.1033391
1460226320,California,Watsonville,MASTERCARD,Do not honor,768.1180064
1463918157,Virginia,Ashburn,VISA,Approved,5056.889896
1452692798,California,San Francisco,MASTERCARD,Approved,908.6341734
1455457470,Virginia,Ashburn,DISCOVER,Insufficient funds,1049.564543
1455766072,Virginia,Ashburn,MASTERCARD,Approved,1533.64479
1462759559,Texas,San Antonio,MASTERCARD,Approved,5568.226282
1457826284,Washington,Redmond,VISA,Approved,2618.779066
1457914044,Virginia,Ashburn,MASTERCARD,Approved,168.4720672
1460841784,Virginia,Ashburn,VISA,Do not honor,3685.770201
1462402189,California,San Francisco,AMEX,Invalid transaction,1470.624412
1453106112,California,San Francisco,VISA,Insufficient funds,1886.493866
1459765886,California,San Jose,VISA,Incorrect PIN,2507.44675
1464221041,California,Sunnyvale,VISA,Issuer unavailable,1084.439697
1461939039,California,San Francisco,VISA,Approved,1201.682499
1462071431,New Jersey,Absecon,VISA,Do not honor,6210.096371
1461776839,California,Cupertino,AMEX,Insufficient funds,2414.462415
1452954028,Texas,Dallas,MASTERCARD,Incorrect PIN,235.0527195
1463544577,Texas,Dallas,MASTERCARD,Issuer unavailable,3636.74738
1463291923,New Jersey,Absecon,VISA,Approved,23.81529654
1453129007,California,San Francisco,MASTERCARD,Do not honor,1288.900053
1455374484,Oregon,Boardman,AMEX,Invalid transaction,2353.800891
1466327351,California,San Jose,MASTERCARD,Insufficient funds,881.8789506
1466047441,Virginia,Ashburn,MASTERCARD,Incorrect PIN,4369.496526
1457335074,New Mexico,Farmington,VISA,Approved,6911.347081
1461395535,Colorado,Littleton,VISA,Do not honor,495.5952206
1452727261,California,Sunnyvale,VISA,Approved,1060.344432
1464504991,Ohio,Cincinnati,AMEX,Do not honor,418.9254131
1461277612,Washington,Walla Walla,MASTERCARD,Approved,8.617698506
1465372735,California,Mountain View,VISA,Approved,5803.162759
1453252499,California,Mountain View,MASTERCARD,Approved,729.9885605
1455131479,California,Mountain View,MASTERCARD,Do not honor,4102.845096
1461099069,California,Mountain View,AMEX,Approved,2907.883292
1461742271,California,Mountain View,VISA,Approved,553.8803415
1454139849,Ohio,Cincinnati,VISA,Approved,3999.06117
1455125187,California,Mountain View,VISA,Approved,8868.163858
1460557182,California,Mountain View,AMEX,Approved,7.15930491
1458036452,California,San Jose,MASTERCARD,Approved,5893.782728
1456948474,Ohio,Cincinnati,VISA,Insufficient funds,2165.294971
1459922528,Virginia,Roanoke,MASTERCARD,Approved,5531.901372
1453564454,South Carolina,Effingham,VISA,Approved,996.2655957
1467171165,Pennsylvania,Beaver Falls,VISA,Approved,585.8941757
1452849895,Georgia,Savannah,VISA,Approved,724.4893814
1463273210,New York,Buffalo,MASTERCARD,Do not honor,3614.8651
1458899326,California,Mountain View,AMEX,Insufficient funds,890.5713303
1457015822,California,Mountain View,VISA,Expired card,2024.214681
1458654024,California,Mountain View,VISA,Incorrect PIN,677.4559457
1453948141,Washington,Walla Walla,MASTERCARD,PIN tries exceeded,5540.539736
1455424475,Oregon,Boardman,AMEX,Issuer unavailable,1519.010181
1458585930,California,Mountain View,MASTERCARD,Approved,9.896709107
1455869133,California,Mountain View,AMEX,Invalid merchant,2751.572042
1466844578,Virginia,Ashburn,MASTERCARD,Approved,71.39139806
1453754953,California,Mountain View,AMEX,Insufficient funds,4592.053556
1462951077,Ohio,Cincinnati,MASTERCARD,Approved,1268.099563
1456225686,Washington,Redmond,VISA,Insufficient funds,1754.812161
1458902026,Washington,Redmond,VISA,Approved,1694.239964
1466647889,California,Menlo Park,VISA,Approved,8401.251531
1454604991,California,Sunnyvale,VISA,Approved,166.0247349
1462930567,Tennessee,Memphis,MASTERCARD,Approved,2381.932961
1453171153,Virginia,Ashburn,VISA,Approved,2234.120709
1464847459,Virginia,Ashburn,VISA,Approved,3501.70552
1463907241,California,Mountain View,MASTERCARD,Approved,8221.136279
1456270715,Ohio,Cincinnati,VISA,Approved,225.6655201
1464432753,California,Mountain View,AMEX,Approved,1613.644953
1465532183,Florida,Fort Lauderdale,VISA,Approved,4136.660215
1463920776,Washington,Redmond,DISCOVER,Invalid transaction,199.4570297
1456627013,Ohio,Cincinnati,AMEX,Approved,2161.765596
1453914408,California,Mountain View,MASTERCARD,Approved,3276.622247
1466119090,Washington,Seattle,MASTERCARD,Pick-up card,419.0263846
1459934488,Washington,Redmond,VISA,Do not honor,221.7163699
1452160901,Illinois,Arlington Heights,VISA,Invalid transaction,2952.054996
1464290390,California,Mountain View,VISA,Insufficient funds,1128.727711
1461740902,California,Mountain View,MASTERCARD,Incorrect PIN,4513.654174
1466850653,Washington,Redmond,VISA,Restricted card,658.7483884
1467165233,California,Mountain View,AMEX,Issuer unavailable,2983.945571
1457852861,California,Menlo Park,MASTERCARD,Approved,2499.637657
1453987230,California,Mountain View,VISA,Approved,430.297508
1460142673,California,Mountain View,VISA,Approved,4560.642231
1454478170,California,Mountain View,MASTERCARD,Approved,342.0517675
1456979957,California,Mountain View,VISA,Approved,2675.812335
1461775206,Ohio,Cincinnati,VISA,Approved,1252.794418
1466602717,Virginia,Ashburn,MASTERCARD,Do not honor,2567.220841
1463796667,California,Mountain View,VISA,Approved,2409.410429
1467169219,Maryland,Chevy Chase,VISA,Approved,1220.541606
1460166327,New York,New York,VISA,Approved,6006.59786
1454627841,California,Menlo Park,AMEX,Approved,3441.661367
1456644855,California,San Francisco,MASTERCARD,Approved,1420.565267
1463233587,Washington,Redmond,MASTERCARD,Insufficient funds,2446.243819
1463687617,Washington,Redmond,AMEX,Approved,1846.228149
1460867313,California,Mountain View,AMEX,Approved,2009.588752
1466047129,Washington,Redmond,VISA,Pick-up card,4477.522811
1457804288,California,Mountain View,MASTERCARD,Approved,155.5984573
1462057948,Washington,Redmond,MASTERCARD,Approved,1479.083583
1456506457,Washington,Redmond,AMEX,Approved,431.1585072
1459601807,Washington,Redmond,DISCOVER,Approved,2564.677767
1465409070,Ohio,Cincinnati,MASTERCARD,Approved,4774.693231
1466528123,California,Mountain View,MASTERCARD,Approved,2409.52775
1459537063,California,Mountain View,AMEX,Approved,299.2797678
1455296195,California,Mountain View,MASTERCARD,Approved,2240.731329
1462087388,California,Irvine,VISA,Do not honor,264.9136644
1453972924,Virginia,Ashburn,MASTERCARD,Insufficient funds,5855.422628
1463375226,Ohio,Cincinnati,MASTERCARD,Approved,923.087322
1466092538,California,Menlo Park,VISA,Approved,2460.2435
1453850147,Ohio,Cincinnati,VISA,Approved,1356.793267
1463106559,Washington,Redmond,VISA,Do not honor,4572.056063
1461273658,California,Mountain View,VISA,Invalid transaction,564.0184196
1455514747,California,Mountain View,VISA,Insufficient funds,1226.089835
1463190080,Oregon,Sherwood,VISA,Approved,131.5064777
1458485076,Virginia,Ashburn,VISA,Do not honor,1532.793302
1466840492,Washington,Redmond,MASTERCARD,Insufficient funds,4985.653232
1467405238,New Jersey,Absecon,AMEX,Approved,3925.990491
1465560085,Ohio,Cincinnati,MASTERCARD,Approved,691.2360331
1462630441,California,San Francisco,VISA,Approved,4939.082806
1462725222,California,Menlo Park,VISA,Approved,1075.200293
1453328920,California,Menlo Park,AMEX,Approved,678.8265163
1459942981,California,Menlo Park,DISCOVER,Pick-up card,715.1443147
1451722552,California,Menlo Park,AMEX,Do not honor,5.634809453
1459943096,California,Menlo Park,MASTERCARD,Incorrect PIN,235.3273267
1452036616,California,Menlo Park,MASTERCARD,Approved,4225.43287
1462055162,California,Menlo Park,MASTERCARD,Approved,62.30586398
1465676262,California,Menlo Park,MASTERCARD,Approved,3568.229015
1453610782,Ohio,Cincinnati,AMEX,Do not honor,127.2427554
1455701450,California,Tujunga,DISCOVER,Insufficient funds,14.25849839
1461493241,California,Menlo Park,MASTERCARD,Incorrect PIN,2866.159235
1461735526,Texas,Humble,MASTERCARD,Issuer unavailable,33.71032778
1455056239,California,Palo Alto,VISA,Approved,240.7626541
1458319142,Washington,Seattle,VISA,Approved,3601.073579
1465232923,California,Mountain View,VISA,Approved,357.6575493
1452034743,Wisconsin,Appleton,VISA,Approved,708.861763
1455728863,Arizona,Phoenix,VISA,Do not honor,903.9608131
1453918409,California,Mountain View,MASTERCARD,Approved,344.1830238
1455245292,California,Menlo Park,DISCOVER,Do not honor,783.90717
1460102459,California,Mountain View,AMEX,Insufficient funds,662.9732732
1452399188,California,San Francisco,AMEX,Incorrect PIN,712.1825776
1467019340,Arizona,Phoenix,MASTERCARD,Approved,4297.472373
1463444241,California,San Diego,AMEX,Approved,6004.36003
1452848333,California,Mountain View,AMEX,Approved,765.4601935
1461216108,California,Menlo Park,VISA,Approved,225.2580443
1457370690,New York,Melville,VISA,Approved,2751.960405
1458550390,California,Menlo Park,DISCOVER,Approved,114.6114711
1452947942,Ohio,Cincinnati,VISA,Do not honor,712.3246757
1466443879,California,Menlo Park,VISA,Insufficient funds,2288.427517
1466738302,Florida,Gainesville,MASTERCARD,Incorrect PIN,1917.061864
